Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
4738.5,K-1,Plover Fm,6.9576,4.7548,4.7816,20.0345,2.6897,78.9791,145.8288,2
4739,K-1,Plover Fm,21.3288,2.18,2.1577,33.9311,2.6438,70.2453,137.0356,2
4739.5,K-1,Plover Fm,16.0544,2.3276,2.3544,37.3782,2.6361,76.5565,142.4042,2
4740,K-1,Plover Fm,12.7545,2.5573,2.3309,39.6383,2.632,74.7665,148.1455,2
4740.5,K-1,Plover Fm,13.7147,2.7869,2.3073,41.8984,2.6279,79.9093,144.7362,1
4741,K-1,Plover Fm,26.1869,3.2011,3.2346,39.122,2.6497,72.6555,137.6759,1
4741.5,K-1,Plover Fm,20.302,5.5604,3.9355,39.3059,2.6272,78.0163,140.6196,1
4742,K-1,Plover Fm,13.7049,4.8064,3.7161,38.0784,2.6445,72.4838,132.75,1
4742.5,K-1,Plover Fm,14.0478,4.179,3.5937,37.6639,2.6342,65.9828,123.5226,1
4743,K-1,Plover Fm,12.2621,4.1365,3.7954,34.111,2.6484,65.4983,126.441,1
4743.5,K-1,Plover Fm,14.406,4.9928,4.4464,-999.25,2.6683,75.0746,134.5494,1
4744,K-1,Plover Fm,19.1885,-999.25,-999.25,-999.25,2.6861,76.5777,139.3132,1
4744.5,K-1,Plover Fm,12.9022,-999.25,-999.25,-999.25,2.6635,73.8971,142.3353,1
4745,K-1,Plover Fm,16.1964,-999.25,-999.25,-999.25,2.6483,80.6916,154.0759,1
4745.5,K-1,Plover Fm,17.5472,-999.25,-999.25,-999.25,2.6717,80.46,154.0922,1
4746,K-1,Plover Fm,430.3839,-999.25,-999.25,-999.25,-999.25,71.2941,133.1394,1
4746.5,K-1,Plover Fm,14.1697,-999.25,-999.25,-999.25,-999.25,64.4088,117.4386,1
4747,K-1,Plover Fm,8.8257,-999.25,-999.25,-999.25,-999.25,60.4765,112.817,1
4747.5,K-1,Plover Fm,9.4956,-999.25,-999.25,-999.25,-999.25,64.5579,113.0696,1
4748,K-1,Plover Fm,10.8691,-999.25,-999.25,-999.25,-999.25,61.3323,111.345,1
4748.5,K-1,Plover Fm,9.0991,-999.25,-999.25,-999.25,-999.25,64.656,103.4825,1
4749,K-1,Plover Fm,12.1184,-999.25,-999.25,-999.25,-999.25,58.9701,100.1753,1
4749.5,K-1,Plover Fm,12.3923,-999.25,-999.25,-999.25,-999.25,49.6288,96.168,1
4750,K-1,Plover Fm,8.6054,-999.25,-999.25,-999.25,-999.25,50.1619,98.7217,1
4750.5,K-1,Plover Fm,10.8194,-999.25,-999.25,-999.25,-999.25,46.8187,100.3531,1
4751,K-1,Plover Fm,10.3854,-999.25,-999.25,-999.25,-999.25,60.243,111.1397,1
4751.5,K-1,Plover Fm,12.5202,-999.25,-999.25,-999.25,-999.25,64.7153,121.4991,1
4752,K-1,Plover Fm,17.0913,4.7372,4.5328,-999.25,-999.25,67.2523,117.3984,1
4752.5,K-1,Plover Fm,12.8112,4.2884,4.1875,-999.25,-999.25,67.2148,109.545,1
4753,K-1,Plover Fm,17.5684,4.7612,4.0062,-999.25,-999.25,55.4049,117.4109,1
4753.5,K-1,Plover Fm,20.0481,6.6513,5.4555,-999.25,-999.25,68.8652,129.9881,1
4754,K-1,Plover Fm,21.766,5.8557,4.9775,-999.25,-999.25,77.1601,146.3168,1
4754.5,K-1,Plover Fm,36.9356,3.6677,3.3883,23.6487,-999.25,78.2057,150.5846,1
4755,K-1,Plover Fm,19.8502,2.209,2.3902,27.1535,2.6536,78.2933,144.5924,1
4755.5,K-1,Plover Fm,20.1064,2.2052,2.3511,25.4687,2.6611,66.5371,124.4564,1
4756,K-1,Plover Fm,19.0501,3.7843,3.6652,23.083,2.7014,69.6359,127.9045,1
4756.5,K-1,Plover Fm,27.3701,5.1128,4.9217,24.9368,2.7722,68.3282,111.9365,1
4757,K-1,Plover Fm,32.5967,6.1412,5.9703,13.0544,2.706,63.7032,112.5491,1
4757.5,K-1,Plover Fm,39.14,6.63,6.6003,12.1062,2.6993,66.8772,112.36,1
4758,K-1,Plover Fm,37.2133,7.6493,7.5618,16.4433,2.6674,65.5589,106.8839,1
4758.5,K-1,Plover Fm,32.378,12.2595,11.6714,15.2587,2.651,56.9,93.7028,1
4759,K-1,Plover Fm,34.8,19.6614,17.0285,10.7524,2.6937,54.8258,106.5895,1
4759.5,K-1,Plover Fm,41.2721,19.2577,16.9115,8.5282,2.6866,68.035,126.0431,1
4760,K-1,Plover Fm,50.9793,11.9841,11.5045,20.2742,2.7134,71.4485,137.3315,1
4760.5,K-1,Plover Fm,57.493,6.4951,6.6119,26.7231,2.7124,72.3591,135.6235,1
4761,K-1,Plover Fm,47.5346,5.0719,5.0598,26.2067,2.728,68.6913,126.7282,1
4761.5,K-1,Plover Fm,48.571,5.5099,5.3724,23.533,2.7425,65.0797,121.5198,1
4762,K-1,Plover Fm,47.4852,6.1103,6.022,22.5857,2.762,64.2271,117.2672,1
4762.5,K-1,Plover Fm,54.1471,6.7387,6.448,17.7434,2.7235,67.36,117.94,1
4763,K-1,Plover Fm,44.8473,8.1531,7.9732,16.1515,2.6945,67.7818,115.7777,1
4763.5,K-1,Plover Fm,30.5824,7.5107,7.269,17.7781,2.7016,68.8979,115.7679,1
4764,K-1,Plover Fm,45.7537,8.2052,8.0272,15.9758,2.7009,65.1247,112.7538,1
4764.5,K-1,Plover Fm,44.1949,9.0631,8.9148,13.7049,2.7192,65.0565,109.8051,1
4765,K-1,Plover Fm,28.8716,-999.25,-999.25,-999.25,2.7153,63.8592,105.6878,1
4765.5,K-1,Plover Fm,31.8979,-999.25,-999.25,-999.25,2.6976,62.7057,105.4425,1
4766,K-1,Plover Fm,37.345,-999.25,-999.25,-999.25,2.6971,63.5953,111.4887,1
4766.5,K-1,Plover Fm,35.9329,-999.25,-999.25,-999.25,2.686,67.8855,107.823,1
4767,K-1,Plover Fm,39.655,-999.25,-999.25,-999.25,2.7028,65.189,100.7145,1
4767.5,K-1,Plover Fm,34.8583,-999.25,-999.25,-999.25,-999.25,59.2002,97.1929,1
4768,K-1,Plover Fm,27.0008,-999.25,-999.25,-999.25,-999.25,57.4296,97.2574,1
4768.5,K-1,Plover Fm,28.1908,-999.25,-999.25,-999.25,-999.25,61.868,99.4442,1
4769,K-1,Plover Fm,37.1124,-999.25,-999.25,-999.25,-999.25,62.6098,102.6136,1
4769.5,K-1,Plover Fm,35.8548,-999.25,-999.25,-999.25,-999.25,62.489,103.0414,1
4770,K-1,Plover Fm,35.1657,-999.25,-999.25,-999.25,-999.25,61.2676,101.9553,1
4770.5,K-1,Plover Fm,41.8282,-999.25,-999.25,-999.25,-999.25,62.0699,102.2464,1
4771,K-1,Plover Fm,39.7278,-999.25,-999.25,-999.25,-999.25,61.174,98.9267,1
4771.5,K-1,Plover Fm,31.0051,-999.25,-999.25,-999.25,-999.25,59.3208,97.4049,1
4772,K-1,Plover Fm,30.69,-999.25,-999.25,-999.25,-999.25,60.0926,101.8542,1
4772.5,K-1,Plover Fm,34.5371,-999.25,-999.25,-999.25,-999.25,65.0624,103.2311,1
4773,K-1,Plover Fm,31.4164,-999.25,-999.25,-999.25,-999.25,64.2453,104.2769,1
4773.5,K-1,Plover Fm,36.3043,-999.25,-999.25,-999.25,-999.25,63.3782,103.2446,1
4774,K-1,Plover Fm,37.9943,-999.25,-999.25,-999.25,-999.25,65.4635,104.0575,1
4774.5,K-1,Plover Fm,22.9472,-999.25,-999.25,-999.25,-999.25,59.5283,101.87,1
4775,K-1,Plover Fm,28.6688,-999.25,-999.25,-999.25,-999.25,65.3426,105.0899,1
4775.5,K-1,Plover Fm,21.0598,-999.25,-999.25,-999.25,-999.25,66.3692,103.9678,1
4776,K-1,Plover Fm,21.8072,-999.25,-999.25,-999.25,-999.25,58.8968,104.2522,1
4776.5,K-1,Plover Fm,47.782,-999.25,-999.25,-999.25,-999.25,52.9199,98.2617,1
4777,K-1,Plover Fm,47.897,-999.25,-999.25,-999.25,-999.25,63.6754,103.5045,1
4777.5,K-1,Plover Fm,47.1552,-999.25,-999.25,12.9146,-999.25,61.4474,100.0457,1
4778,K-1,Plover Fm,50.9811,4.4047,2.8883,12.8553,2.2588,62.9855,101.8865,1
4778.5,K-1,Plover Fm,55.5333,12.9228,6.0168,12.3036,2.2098,62.9609,103.9585,1
4779,K-1,Plover Fm,72.7871,14.2113,9.8767,12.3409,2.216,66.5294,107.9171,1
4779.5,K-1,Plover Fm,56.9125,11.865,10.195,13.732,2.2128,73.3685,110.873,1
4780,K-1,Plover Fm,71.8286,11.762,10.8066,16.3134,2.2984,62.2914,100.7566,1
4780.5,K-1,Plover Fm,48.092,16.6101,14.4176,10.728,2.7129,63.4176,103.2793,1
4781,K-1,Plover Fm,60.4148,16.71,16.3802,10.275,2.704,64.028,103.7325,1
4781.5,K-1,Plover Fm,75.8039,14.7531,14.7306,11.2605,2.708,61.8933,99.8268,1
4782,K-1,Plover Fm,63.6888,14.6482,15.0428,10.8067,2.7147,63.6258,102.3572,1
4782.5,K-1,Plover Fm,52.4067,18.2423,17.7245,10.4371,2.6849,63.4952,103.886,1
4783,K-1,Plover Fm,73.857,15.9647,15.3789,10.0208,2.6698,63.3002,103.9061,1
4783.5,K-1,Plover Fm,80.234,13.5766,14.1525,11.6552,2.6908,60.9363,98.7123,1
4784,K-1,Plover Fm,64.8304,12.0601,12.3856,12.0552,2.7074,62.7613,102.0355,1
4784.5,K-1,Plover Fm,78.4659,16.314,15.6006,10.0428,2.681,61.8697,100.5217,1
4785,K-1,Plover Fm,67.8092,13.9438,13.8798,11.3006,2.692,64.0651,104.0918,1
4785.5,K-1,Plover Fm,67.8339,17.5164,17.1373,10.4771,2.6938,63.49,103.4869,1
4786,K-1,Plover Fm,82.1738,12.547,12.6744,11.6601,2.6595,62.5519,100.9209,1
4786.5,K-1,Plover Fm,63.8479,13.3435,13.3086,11.9558,2.6814,62.369,99.7317,1
4787,K-1,Plover Fm,82.1933,14.3609,14.8792,9.868,2.7117,60.5097,99.5937,1
4787.5,K-1,Plover Fm,63.3036,17.9044,18.5307,10.1977,2.6994,61.6899,100.4152,1
4788,K-1,Plover Fm,74.4437,15.6,16.0941,10.1193,2.7086,60.9673,98.8376,1
4788.5,K-1,Plover Fm,75.1667,22.4608,22.787,10.0409,2.7177,60.604,98.748,1
4789,K-1,Plover Fm,68.1507,14.8954,15.7525,10.3035,2.7253,62.5455,101.041,1
4789.5,K-1,Plover Fm,87.682,19.644,20.3154,9.3938,2.7107,62.6492,101.7848,1
4790,K-1,Plover Fm,69.6485,15.3729,15.5596,10.6655,2.7039,62.0221,101.4688,1
4790.5,K-1,Plover Fm,78.2949,14.0258,14.0063,10.1884,2.6726,63.787,103.7631,1
4791,K-1,Plover Fm,65.4262,14.3161,14.1604,10.5415,2.7061,64.1194,104.5706,1
4791.5,K-1,Plover Fm,68.5097,13.053,13.2466,11.0475,2.6633,62.9282,103.5854,1
4792,K-1,Plover Fm,67.4833,11.4491,11.6607,11.208,2.6943,63.1476,104.0617,1
4792.5,K-1,Plover Fm,83.5238,12.4278,12.5905,12.4541,2.7088,62.3257,101.7165,1
4793,K-1,Plover Fm,73.8552,11.0347,11.4173,13.4003,2.7259,61.016,99.6539,1
4793.5,K-1,Plover Fm,63.5603,11.4994,11.3771,11.8957,2.7067,62.2304,103.2339,1
4794,K-1,Plover Fm,70.3301,12.4748,11.9255,10.6694,2.7274,64.0921,106.709,1
4794.5,K-1,Plover Fm,75.7353,13.5006,12.7934,13.1616,2.7379,63.8173,105.8759,1
4795,K-1,Plover Fm,80.1679,9.7804,10.3171,15.2314,2.7139,63.8955,106.3181,1
4795.5,K-1,Plover Fm,75.7689,10.4195,10.6912,14.3117,2.7253,64.3104,106.4585,1
4796,K-1,Plover Fm,78.3048,9.6938,9.9265,14.7708,2.7285,61.9196,101.4577,1
4796.5,K-1,Plover Fm,74.1755,9.781,9.9323,14.5236,2.7167,62.9136,102.873,1
4797,K-1,Plover Fm,78.3676,10.5811,10.9832,12.1851,2.7216,62.5378,102.6999,1
4797.5,K-1,Plover Fm,77.2205,11.8279,12.2745,12.4354,2.7227,62.3417,102.896,1
4798,K-1,Plover Fm,87.7463,11.2861,11.5558,12.6857,2.7238,62.2519,101.3729,1
4798.5,K-1,Plover Fm,74.1727,12.4162,13.0839,12.9164,2.7386,61.6749,101.8225,1
4799,K-1,Plover Fm,69.8852,11.1342,11.7791,11.3189,2.722,62.1759,102.5816,1
4799.5,K-1,Plover Fm,73.4434,12.2062,13.0956,11.7261,2.7259,63.1784,103.6738,1
4800,K-1,Plover Fm,69.4959,14.1297,14.2785,12.6051,2.748,61.7087,101.9,1
4800.5,K-1,Plover Fm,76.2924,10.3023,10.6071,12.3516,2.735,61.7167,100.9644,1
4801,K-1,Plover Fm,76.0506,11.371,11.4812,12.1952,2.7234,61.8958,101.5171,1
4801.5,K-1,Plover Fm,66.3785,15.8955,15.5603,11.4363,2.7247,62.9877,103.5263,1
4802,K-1,Plover Fm,64.5351,11.9004,11.5627,11.5361,2.7287,62.8483,103.9953,1
4802.5,K-1,Plover Fm,71.0715,11.7204,11.4064,13.1526,2.7228,62.4807,102.2832,1
4803,K-1,Plover Fm,59.64,10.7084,10.6553,13.9719,2.7282,63.8444,103.8595,1
4803.5,K-1,Plover Fm,80.0946,10.9428,11.0475,12.3559,2.7341,64.5347,104.798,1
4804,K-1,Plover Fm,73.0551,12.5862,12.6553,12.3315,2.6999,61.3693,99.6322,1
4804.5,K-1,Plover Fm,87.1713,10.1166,10.4598,14.7535,2.692,61.5783,103.2898,1
4805,K-1,Plover Fm,43.998,10.5846,11.0394,13.6551,2.7228,62.9228,103.2254,1
4805.5,K-1,Plover Fm,53.8006,19.4496,21.1489,9.3187,2.6646,62.2053,101.3112,1
4806,K-1,Plover Fm,63.1679,12.1997,15.6134,13.2151,2.7332,64.5055,105.1469,1
4806.5,K-1,Plover Fm,66.1847,17.3875,18.3994,12.049,2.6977,67.152,115.6787,1
4807,K-1,Plover Fm,108.2554,12.5829,13.2584,15.1023,2.7016,63.5747,107.1492,1
4807.5,K-1,Plover Fm,77.6385,8.8569,8.7033,18.1556,2.7054,66.9598,113.205,1
4808,K-1,Plover Fm,71.4509,6.8452,6.8362,13.6373,2.6781,59.6806,99.042,1
4808.5,K-1,Plover Fm,63.8505,24.0893,23.341,14.6634,2.6743,65.2273,108.6553,1
4809,K-1,Plover Fm,86.1197,8.0175,8.6775,15.0878,2.6736,62.3305,101.4708,1
4809.5,K-1,Plover Fm,81.4768,21.6562,21.7232,17.9785,2.7275,63.2569,104.8074,1
4810,K-1,Plover Fm,66.642,10.727,11.3879,11.0866,2.7211,60.1583,98.7663,1
4810.5,K-1,Plover Fm,62.1817,14.4736,14.3508,12.8583,2.7626,65.8137,112.6125,1
4811,K-1,Plover Fm,71.9978,11.4324,11.5341,11.3369,2.7063,67.9314,117.1302,1
4811.5,K-1,Plover Fm,92.5069,30.4489,28.639,14.7615,2.6968,59.7702,95.9937,1
4812,K-1,Plover Fm,70.0529,7.6006,7.7432,18.0683,2.7123,63.7491,109.229,1
4812.5,K-1,Plover Fm,36.9791,7.5473,7.4492,11.2976,2.6859,72.0378,130.7041,1
4813,K-1,Plover Fm,62.0603,23.0806,20.491,9.0519,2.6684,77.481,144.3363,1
4813.5,K-1,Plover Fm,89.5206,21.8364,19.6886,23.8583,2.7095,63.2735,105.6825,1
4814,K-1,Plover Fm,93.3126,5.4846,5.1731,28.7747,2.7116,63.8215,106.1833,1
4814.5,K-1,Plover Fm,64.5623,3.9211,3.9768,17.3506,2.7706,67.3429,115.6893,1
4815,K-1,Plover Fm,71.9045,10.2317,9.5971,16.7954,2.7142,65.9055,114.922,1
4815.5,K-1,Plover Fm,75.0676,12.1328,12.9864,21.2225,2.7387,69.6213,131.479,1
4816,K-1,Plover Fm,78.845,7.0563,7.6442,17.1609,2.6834,71.7064,129.1253,1
4816.5,K-1,Plover Fm,74.0603,7.7205,8.7285,19.4958,2.7003,69.535,121.5314,1
4817,K-1,Plover Fm,80.5944,6.3829,6.8064,21.1801,2.728,65.2424,112.0223,1
4817.5,K-1,Plover Fm,82.6844,8.2779,8.3462,20.2587,2.7191,71.9283,133.3308,1
4818,K-1,Plover Fm,83.9389,9.0026,8.9802,21.4455,2.7524,78.6108,150.0864,1
4818.5,K-1,Plover Fm,108.8626,6.4359,6.5445,27.7029,2.7071,69.5878,125.4351,1
4819,K-1,Plover Fm,86.7465,4.125,4.0758,25.6587,2.7254,74.3064,142.263,1
4819.5,K-1,Plover Fm,101.9525,4.874,4.7696,23.1368,2.7635,71.8665,136.0773,1
4820,K-1,Plover Fm,96.26,5.4201,5.4142,34.4548,2.7998,71.7322,137.3219,1
4820.5,K-1,Plover Fm,90.2497,4.6546,4.7223,32.3171,2.9167,72.7404,138.2708,1
4821,K-1,Plover Fm,78.2265,6.1516,6.1487,33.4266,2.7822,71.6525,137.0956,1
4821.5,K-1,Plover Fm,85.3752,4.6246,4.8448,33.7806,2.7953,70.8742,134.7236,1
4822,K-1,Plover Fm,85.5696,5.2538,5.5085,29.649,2.7642,71.522,136.8425,1
4822.5,K-1,Plover Fm,93.4624,5.6926,5.7923,33.5456,2.7708,73.7285,143.0108,1
4823,K-1,Plover Fm,96.3881,5.5378,5.4858,34.1812,2.7523,75.6315,147.1427,1
4823.5,K-1,Plover Fm,99.2345,4.9219,4.9758,36.7913,2.7988,75.5146,145.5477,1
4824,K-1,Plover Fm,111.6063,4.4796,4.4865,40.2454,2.7606,76.6233,148.7547,1
4824.5,K-1,Plover Fm,106.689,4.2169,4.1836,38.9489,2.7523,77.3836,152.5305,1
4825,K-1,Plover Fm,107.6341,4.3966,4.372,36.4898,2.7481,78.8768,151.3079,1
4825.5,K-1,Plover Fm,96.3544,3.932,3.9778,37.6738,2.7463,71.7938,132.1354,1
4826,K-1,Plover Fm,87.1597,4.5784,4.5482,31.9771,2.7469,66.4529,114.1138,1
4826.5,K-1,Plover Fm,74.4358,8.8563,8.526,23.7027,2.8025,66.9798,115.8963,1
4827,K-1,Plover Fm,92.496,10.3686,10.4814,20.6188,2.7303,69.2603,115.8154,1
4827.5,K-1,Plover Fm,93.2042,10.1513,10.8818,21.8394,2.7652,62.1628,103.5403,1
4828,K-1,Plover Fm,78.9439,11.7958,11.9072,18.7436,2.7257,64.79,110.7502,1
4828.5,K-1,Plover Fm,100.1335,14.5912,13.0337,18.9664,2.7369,66.5459,114.1031,1
4829,K-1,Plover Fm,87.994,9.847,9.7283,21.2657,2.7386,67.2067,119.122,1
4829.5,K-1,Plover Fm,87.8255,9.2609,9.7235,21.0159,2.733,61.2,104.0161,1
4830,K-1,Plover Fm,73.5195,10.0774,11.0665,16.2677,2.7219,64.5679,101.9972,1
4830.5,K-1,Plover Fm,101.9932,22.0549,24.0752,14.1498,2.7257,67.0014,107.5938,1
4831,K-1,Plover Fm,109.871,19.8335,20.05,20.0734,2.7413,67.1968,116.3943,1
4831.5,K-1,Plover Fm,83.7096,12.333,14.7983,20.4169,2.7241,60.7649,112.1674,1
4832,K-1,Plover Fm,106.6586,6.0325,6.7836,19.3815,2.7236,69.1907,120.0893,1
4832.5,K-1,Plover Fm,102.4878,7.6514,7.7166,26.0954,2.7437,69.2761,125.4748,1
4833,K-1,Plover Fm,101.4089,7.6443,8.0002,26.0956,2.7522,69.2995,123.9989,1
4833.5,K-1,Plover Fm,104.635,7.9424,8.0434,24.7857,2.742,70.3799,124.8752,1
4834,K-1,Plover Fm,120.1678,6.7378,6.7178,26.1487,2.7445,69.271,123.4889,1
4834.5,K-1,Plover Fm,105.5752,6.7999,6.8637,23.8079,2.7404,67.1125,117.0556,1
4835,K-1,Plover Fm,93.1772,7.8922,8.066,22.8406,2.7767,67.2412,117.4961,1
4835.5,K-1,Plover Fm,87.7014,8.7379,8.7988,22.7164,2.7419,67.7456,119.0665,1
4836,K-1,Plover Fm,97.4742,8.9901,9.0555,23.201,2.7483,68.4046,119.5316,1
4836.5,K-1,Plover Fm,90.0638,7.8397,8.0052,20.8331,2.7219,67.7525,116.1467,1
4837,K-1,Plover Fm,78.0856,8.3242,8.3901,17.9218,2.719,64.6799,106.399,1
4837.5,K-1,Plover Fm,98.3131,9.8334,9.8636,16.2499,2.7877,61.8085,103.0561,1
4838,K-1,Plover Fm,80.6482,11.9189,11.8088,16.1516,2.7161,63.5915,107.4336,1
4838.5,K-1,Plover Fm,95.1237,11.3385,11.3868,18.8683,2.7521,65.6871,113.1599,1
4839,K-1,Plover Fm,81.764,12.1941,12.0522,18.0288,2.7127,63.9882,108.5178,1
4839.5,K-1,Plover Fm,54.6254,11.5396,12.484,15.95,2.707,64.3602,100.9873,1
4840,K-1,Plover Fm,70.0773,13.3557,13.765,13.0916,2.7004,60.9549,97.6596,1
4840.5,K-1,Plover Fm,110.4715,20.019,20.1718,18.1928,2.7436,67.429,120.658,1
4841,K-1,Plover Fm,108.2219,11.7992,11.2721,23.9687,2.749,68.7403,123.5925,1
4841.5,K-1,Plover Fm,108.0507,8.6503,8.8474,25.7968,2.7273,72.3539,134.7666,1
4842,K-1,Plover Fm,107.4363,6.8647,6.5155,31.4741,2.7907,75.125,145.6731,1
4842.5,K-1,Plover Fm,127.2844,5.1926,5.2788,33.9105,2.7444,76.8519,149.0883,1
4843,K-1,Plover Fm,113.6534,4.5761,4.5518,33.8181,2.7517,77.4318,148.8729,1
4843.5,K-1,Plover Fm,117.4559,4.3736,4.3735,37.0974,2.7325,76.6796,146.7427,1
4844,K-1,Plover Fm,122.1752,4.2657,4.2613,34.2475,2.7495,74.1206,142.5445,1
4844.5,K-1,Plover Fm,124.8883,4.4924,4.3546,36.3945,2.77,76.4429,150.7837,1
4845,K-1,Plover Fm,110.6818,4.2626,4.1586,38.3165,2.7348,76.3412,148.7997,1
4845.5,K-1,Plover Fm,111.1522,4.0707,4.048,38.1192,2.7418,77.9432,152.5558,1
4846,K-1,Plover Fm,109.2797,4.2465,4.1865,37.4551,2.7383,77.6448,152.1781,1
4846.5,K-1,Plover Fm,118.9296,4.1356,4.11,39.25,2.7173,76.879,150.9176,1
4847,K-1,Plover Fm,117.3994,4.1068,4.125,37.2829,2.7385,77.1069,151.2287,1
4847.5,K-1,Plover Fm,122.0758,4.2754,4.3467,37.8517,2.7586,76.5394,150.1562,1
4848,K-1,Plover Fm,119.1161,4.2071,4.3038,36.2722,2.7422,77.1493,146.109,1
4848.5,K-1,Plover Fm,127.1568,4.261,4.4292,37.643,2.7607,74.5031,144.2034,1
4849,K-1,Plover Fm,127.0357,4.6682,4.7987,36.2825,2.7346,69.8247,139.5206,1
4849.5,K-1,Plover Fm,110.2375,5.1594,5.2182,33.3285,2.7353,74.3465,139.808,1
4850,K-1,Plover Fm,118.8026,5.8217,5.7225,35.5272,2.7385,74.7575,143.9623,1
4850.5,K-1,Plover Fm,108.1827,5.7002,5.6704,36.9099,2.7394,78.1058,151.5455,1
4851,K-1,Plover Fm,121.8756,4.7619,4.7069,36.4697,2.7425,74.5517,143.3681,1
4851.5,K-1,Plover Fm,112.1657,4.3801,4.3414,34.3567,2.7122,76.3069,148.0966,1
4852,K-1,Plover Fm,100.805,5.1855,5.049,36.1961,2.731,77.6787,153.1688,1
4852.5,K-1,Plover Fm,108.2532,4.0416,3.9625,41.37,2.8362,76.2039,149.9767,1
4853,K-1,Plover Fm,117.7873,4.51,4.3615,40.9359,2.7851,78.4312,155.7364,1
4853.5,K-1,Plover Fm,129.1625,3.8249,3.8253,40.9364,2.7369,79.0326,154.7595,1
4854,K-1,Plover Fm,118.6006,3.7188,3.6953,39.0805,2.7448,77.8668,151.2934,1
4854.5,K-1,Plover Fm,127.5474,3.9804,4.0499,37.2246,2.7528,78.1889,151.7473,1
4855,K-1,Plover Fm,131.2828,4.2791,4.3201,37.324,2.7518,76.1393,145.6001,1
4855.5,K-1,Plover Fm,132.153,4.7055,4.7201,36.3389,2.7575,74.5291,142.6985,1
4856,K-1,Plover Fm,130.2029,4.7418,4.7775,35.7919,2.7434,76.055,152.5627,1
4856.5,K-1,Plover Fm,130.6836,4.8556,4.837,37.1566,2.7286,82.6696,169.3663,1
4857,K-1,Plover Fm,124.3773,4.6152,4.7197,39.0704,2.7171,86.0025,165.8851,1
4857.5,K-1,Plover Fm,116.5389,3.259,3.2726,38.4327,2.717,79.8251,151.8144,1
4858,K-1,Plover Fm,90.8004,1.9108,1.9555,33.5893,2.7098,73.5744,139.6644,1
4858.5,K-1,Plover Fm,69.0793,4.2218,4.0769,22.8316,2.6888,67.9869,123.8274,1
4859,K-1,Plover Fm,85.4332,6.553,6.4583,20.1506,2.7128,70.0085,129.3068,1
4859.5,K-1,Plover Fm,91.9757,10.7774,10.1347,23.5835,2.7198,74.4675,138.5198,1
4860,K-1,Plover Fm,100.7946,7.2086,7.1956,28.3433,2.6996,76.7521,144.4375,1
4860.5,K-1,Plover Fm,109.1821,5.9602,6.0023,29.4299,2.6882,77.5595,141.6485,4
4861,K-1,Plover Fm,94.7058,5.2073,5.2753,28.59,2.6983,74.6211,137.6541,4
4861.5,K-1,Plover Fm,98.4368,4.9414,4.975,28.2386,2.7037,76.0996,144.5862,4
4862,K-1,Plover Fm,103.8402,4.7891,5.0007,31.042,2.713,76.8261,145.4061,4
4862.5,K-1,Plover Fm,102.9326,4.6554,4.6637,30.1843,2.7069,76.9372,145.3923,4
4863,K-1,Plover Fm,86.8657,4.5335,4.5693,30.3861,2.882,70.1665,131.9532,4
4863.5,K-1,Plover Fm,91.4761,4.3785,4.433,27.0396,2.6845,77.5603,147.8816,4
4864,K-1,Plover Fm,87.1603,7.0425,6.7123,33.2953,2.6842,79.1624,153.2299,4
4864.5,K-1,Plover Fm,100.504,3.9331,3.9977,29.8708,2.706,78.0328,144.4928,4
4865,K-1,Plover Fm,81.3844,3.9797,3.9412,26.6244,2.7088,76.3878,139.9877,4
4865.5,K-1,Plover Fm,87.6479,4.7534,4.7382,27.8617,2.7337,74.9659,138.6608,4
4866,K-1,Plover Fm,97.2667,5.2824,5.3049,29.6048,2.6936,78.0897,147.0581,4
4866.5,K-1,Plover Fm,105.4282,4.7863,4.765,30.8934,2.7077,77.1591,144.5856,4
4867,K-1,Plover Fm,102.7823,4.0662,4.1451,29.0008,2.6923,78.8029,146.6947,4
4867.5,K-1,Plover Fm,97.0214,4.7132,4.7674,31.3549,2.7217,74.5407,138.2701,4
4868,K-1,Plover Fm,90.6231,3.9161,3.9926,29.534,2.7585,75.8311,147.6739,4
4868.5,K-1,Plover Fm,106.2524,5.2564,5.2552,34.0313,2.7094,80.6126,155.0639,4
4869,K-1,Plover Fm,107.2544,3.8142,3.8559,32.3093,2.7204,76.7848,146.8965,4
4869.5,K-1,Plover Fm,107.725,3.6037,3.6353,30.9931,2.705,79.6951,150.9339,4
4870,K-1,Plover Fm,96.0666,4.6671,4.6738,31.7386,2.8126,74.945,145.19,4
4870.5,K-1,Plover Fm,99.6723,3.8521,3.8285,35.378,2.7456,78.3293,153.0422,4
4871,K-1,Plover Fm,101.0659,3.9632,3.9194,31.141,2.7151,77.8009,147.0739,4
4871.5,K-1,Plover Fm,80.8272,4.0387,4.0115,25.3012,2.715,71.0975,134.0305,4
4872,K-1,Plover Fm,87.8278,4.7937,4.9349,25.1753,2.7844,70.8583,141.5075,4
4872.5,K-1,Plover Fm,86.9359,5.3024,5.2877,27.9086,2.7012,77.5595,147.2717,4
4873,K-1,Plover Fm,97.7574,6.0888,5.928,29.7801,2.7031,78.7646,149.8975,4
4873.5,K-1,Plover Fm,95.2986,4.7654,4.8342,31.6515,2.7049,79.9942,154.2716,4
