Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
4603,K-1,Plover Fm,25.0284,1.7521,1.7068,34.5064,2.6721,-999.25,-999.25,2
4603.5,K-1,Plover Fm,22.6972,6.6325,6.6125,27.972,2.665,-999.25,-999.25,2
4604,K-1,Plover Fm,18.2205,10.9622,9.9281,20.3845,2.661,-999.25,-999.25,2
4604.5,K-1,Plover Fm,24.0682,13.2367,11.1036,17.4759,2.6949,-999.25,-999.25,2
4605,K-1,Plover Fm,22.5852,14.746,14.5179,16.5601,2.7239,-999.25,-999.25,2
4605.5,K-1,Plover Fm,24.7233,13.3036,14.2421,16.8832,2.7212,-999.25,-999.25,2
4606,K-1,Plover Fm,29.957,10.778,13.3438,17.9134,2.7152,-999.25,-999.25,2
4606.5,K-1,Plover Fm,22.8492,11.227,13.368,17.0097,2.7123,-999.25,-999.25,2
4607,K-1,Plover Fm,24.6151,10.9191,12.1903,16.4547,2.7171,-999.25,-999.25,2
4607.5,K-1,Plover Fm,27.1945,9.9625,14.3761,18.1024,2.7078,-999.25,-999.25,2
4608,K-1,Plover Fm,25.3194,8.2051,11.5484,17.847,2.709,-999.25,-999.25,2
4608.5,K-1,Plover Fm,24.7642,5.8383,8.0486,17.4889,2.7229,-999.25,-999.25,2
4609,K-1,Plover Fm,23.9712,9.7525,10.7157,14.5165,2.7471,-999.25,-999.25,2
4609.5,K-1,Plover Fm,19.9592,17.6922,15.9252,11.9173,2.7479,-999.25,-999.25,2
4610,K-1,Plover Fm,17.3629,20.8437,19.0345,10.2325,2.7602,-999.25,-999.25,2
4610.5,K-1,Plover Fm,13.6347,20.3526,21.209,9.7802,2.7636,-999.25,-999.25,2
4611,K-1,Plover Fm,20.1569,22.1809,23.382,9.6766,2.7598,-999.25,-999.25,2
4611.5,K-1,Plover Fm,20.9637,26.9104,27.8385,8.6415,2.7734,-999.25,-999.25,2
4612,K-1,Plover Fm,24.317,28.4596,29.38,8.5826,2.7785,-999.25,-999.25,2
4612.5,K-1,Plover Fm,18.1828,31.1084,29.8771,8.7633,2.7802,-999.25,-999.25,2
4613,K-1,Plover Fm,21.2875,34.9653,29.2299,8.0182,2.7924,-999.25,-999.25,2
4613.5,K-1,Plover Fm,22.3257,26.7822,20.6534,8.2781,2.7831,-999.25,-999.25,2
4614,K-1,Plover Fm,28.5166,9.7398,10.2132,14.7197,2.7408,-999.25,-999.25,2
4614.5,K-1,Plover Fm,33.5701,6.0146,6.4399,29.6632,2.6876,-999.25,-999.25,2
4615,K-1,Plover Fm,23.5528,7.1602,6.9236,19.0915,2.7804,-999.25,-999.25,2
4615.5,K-1,Plover Fm,13.2319,26.8462,23.0206,14.6834,2.8408,-999.25,-999.25,2
4616,K-1,Plover Fm,13.6444,43.0616,33.7013,14.8116,2.8256,-999.25,-999.25,2
4616.5,K-1,Plover Fm,8.7299,48.9012,41.6495,15.5588,2.817,-999.25,-999.25,2
4617,K-1,Plover Fm,14.3003,49.8688,43.7776,15.4129,2.8262,-999.25,-999.25,2
4617.5,K-1,Plover Fm,14.0518,51.4912,43.8405,14.1207,2.8403,-999.25,-999.25,2
4618,K-1,Plover Fm,13.1731,50.5767,44.2187,14.9372,2.7957,-999.25,-999.25,2
4618.5,K-1,Plover Fm,12.7115,49.4576,46.5438,15.1421,2.8356,-999.25,-999.25,2
4619,K-1,Plover Fm,16.105,46.5573,45.2926,14.9817,2.8348,-999.25,-999.25,2
4619.5,K-1,Plover Fm,11.1888,54.7879,49.4933,13.6648,2.8573,-999.25,-999.25,2
4620,K-1,Plover Fm,13.1288,62.8654,56.8759,14.1373,2.8591,-999.25,-999.25,2
4620.5,K-1,Plover Fm,18.3026,57.7624,58.9015,14.3668,2.8627,-999.25,-999.25,2
4621,K-1,Plover Fm,13.9243,68.1536,65.3475,12.5753,2.8967,-999.25,-999.25,2
4621.5,K-1,Plover Fm,9.2156,67.8513,68.8855,12.6066,2.9024,-999.25,-999.25,2
4622,K-1,Plover Fm,12.8833,70.1428,69.9515,12.4331,2.8835,-999.25,-999.25,2
4622.5,K-1,Plover Fm,13.3528,72.2443,77.5324,12.9836,2.879,-999.25,-999.25,2
4623,K-1,Plover Fm,13.7704,83.3656,85.5647,12.8195,2.8686,-999.25,-999.25,2
4623.5,K-1,Plover Fm,16.335,91.0844,92.2815,11.9394,2.8837,-999.25,-999.25,2
4624,K-1,Plover Fm,15.7383,97.9905,98.791,13.0309,2.8928,-999.25,-999.25,2
4624.5,K-1,Plover Fm,10.6978,105.957,101.9511,12.1243,2.8979,-999.25,-999.25,2
4625,K-1,Plover Fm,12.3626,111.6013,103.4707,12.0365,2.9013,-999.25,-999.25,2
4625.5,K-1,Plover Fm,12.3416,112.1254,98.2813,11.9995,2.8986,-999.25,-999.25,2
4626,K-1,Plover Fm,13.9786,108.5072,96.1487,11.5546,2.8987,-999.25,-999.25,2
4626.5,K-1,Plover Fm,10.7016,100.6641,91.9799,11.4405,2.8988,-999.25,-999.25,2
4627,K-1,Plover Fm,14.6926,92.3129,84.8306,11.2142,2.9123,-999.25,-999.25,2
4627.5,K-1,Plover Fm,9.9224,74.7857,73.1644,13.067,2.8984,-999.25,-999.25,2
4628,K-1,Plover Fm,11.9227,68.7316,66.7417,12.4333,2.9133,-999.25,-999.25,2
4628.5,K-1,Plover Fm,13.1658,63.4258,57.8006,12.6557,2.902,-999.25,-999.25,2
4629,K-1,Plover Fm,8.3565,40.0351,29.8744,14.0504,2.8456,-999.25,-999.25,2
4629.5,K-1,Plover Fm,12.5285,15.3366,14.5888,18.2483,2.7678,-999.25,-999.25,2
4630,K-1,Plover Fm,25.3619,3.6449,4.1057,29.623,2.6789,-999.25,-999.25,2
4630.5,K-1,Plover Fm,27.3415,1.7692,1.811,37.5181,2.6096,-999.25,-999.25,2
4631,K-1,Plover Fm,39.6171,1.0816,1.0164,42.4105,2.6392,-999.25,-999.25,2
4631.5,K-1,Plover Fm,42.1005,0.4355,0.4095,44.1107,2.6343,-999.25,-999.25,2
4632,K-1,Plover Fm,50.4709,0.3822,0.3908,46.5962,2.6597,-999.25,-999.25,2
4632.5,K-1,Plover Fm,46.5798,0.4457,0.4495,46.758,2.6354,-999.25,-999.25,2
4633,K-1,Plover Fm,38.0582,1.6184,1.4716,35.658,2.6941,-999.25,-999.25,2
4633.5,K-1,Plover Fm,27.4936,8.8311,8.8534,31.9818,2.6314,-999.25,-999.25,2
4634,K-1,Plover Fm,26.4765,9.3608,7.5309,28.5471,2.6158,-999.25,-999.25,2
4634.5,K-1,Plover Fm,30.4818,9.6788,8.4416,28.9377,2.6617,-999.25,-999.25,2
4635,K-1,Plover Fm,49.4436,3.8636,6.4796,35.0484,2.7012,-999.25,-999.25,2
4635.5,K-1,Plover Fm,72.1727,0.6215,0.5985,40.6017,2.7262,-999.25,-999.25,2
4636,K-1,Plover Fm,73.207,0.573,0.5619,34.982,2.7405,-999.25,-999.25,2
4636.5,K-1,Plover Fm,66.6112,1.697,1.7175,24.4951,2.6968,-999.25,-999.25,2
4637,K-1,Plover Fm,47.7489,3.2392,3.1271,16.266,2.6913,-999.25,-999.25,2
4637.5,K-1,Plover Fm,45.1121,2.4053,2.4057,16.0192,2.7353,-999.25,-999.25,2
4638,K-1,Plover Fm,49.9228,3.5361,3.2161,12.3164,2.7344,-999.25,-999.25,2
4638.5,K-1,Plover Fm,44.7451,3.657,3.3448,12.9748,2.7375,-999.25,-999.25,2
4639,K-1,Plover Fm,43.9818,3.8677,3.5404,13.2775,2.7378,-999.25,-999.25,2
4639.5,K-1,Plover Fm,51.5088,5.7283,5.2028,11.3602,2.748,-999.25,-999.25,2
4640,K-1,Plover Fm,53.5207,5.9787,6.2495,9.03,2.7612,-999.25,-999.25,2
4640.5,K-1,Plover Fm,52.9715,4.2195,4.4801,9.2377,2.7682,-999.25,-999.25,2
4641,K-1,Plover Fm,56.3976,4.8231,4.4988,7.5176,2.7668,-999.25,-999.25,2
4641.5,K-1,Plover Fm,60.7179,6.7485,5.9282,6.117,2.7709,-999.25,-999.25,2
4642,K-1,Plover Fm,61.2772,7.2559,6.5133,6.4784,2.7812,-999.25,-999.25,2
4642.5,K-1,Plover Fm,66.4527,6.3982,6.0967,8.7358,2.7678,-999.25,-999.25,2
4643,K-1,Plover Fm,49.1331,6.0228,5.7855,10.2617,2.7667,-999.25,-999.25,2
4643.5,K-1,Plover Fm,53.5572,4.9337,5.0692,11.8911,2.7584,-999.25,-999.25,2
4644,K-1,Plover Fm,49.1307,4.5067,4.6006,13.1575,2.7589,-999.25,-999.25,2
4644.5,K-1,Plover Fm,76.0618,3.7535,3.9631,17.2685,2.7509,-999.25,-999.25,2
4645,K-1,Plover Fm,48.2498,2.7269,2.5605,16.3948,2.759,-999.25,-999.25,2
4645.5,K-1,Plover Fm,31.8064,6.9479,6.5109,15.5216,2.7546,-999.25,-999.25,2
4646,K-1,Plover Fm,47.2783,6.8156,6.8421,18.4489,2.7455,-999.25,-999.25,2
4646.5,K-1,Plover Fm,44.5255,4.9893,5.3837,18.942,2.7282,-999.25,-999.25,2
4647,K-1,Plover Fm,48.7919,8.4275,7.6663,18.2659,2.7315,-999.25,-999.25,2
4647.5,K-1,Plover Fm,33.5104,15.8957,12.6918,10.7604,2.7139,-999.25,-999.25,2
4648,K-1,Plover Fm,46.2308,10.8333,9.0547,13.8978,2.728,-999.25,-999.25,2
4648.5,K-1,Plover Fm,52.8827,5.6512,5.2353,17.7072,2.7308,-999.25,-999.25,2
4649,K-1,Plover Fm,48.8754,5.2388,4.6724,18.8878,2.7375,-999.25,-999.25,2
4649.5,K-1,Plover Fm,37.0064,7.11,6.4884,19.7346,2.7069,-999.25,-999.25,2
4650,K-1,Plover Fm,35.7935,8.0789,7.3906,20.3681,2.7016,-999.25,-999.25,2
4650.5,K-1,Plover Fm,46.2803,9.9719,9.2912,20.8656,2.7044,-999.25,-999.25,2
4651,K-1,Plover Fm,45.8782,9.8551,9.1297,22.2671,2.7117,-999.25,-999.25,2
4651.5,K-1,Plover Fm,33.0351,10.1479,9.3054,15.7204,2.7103,-999.25,-999.25,2
4652,K-1,Plover Fm,32.1626,11.2859,10.1263,8.178,2.693,-999.25,-999.25,2
4652.5,K-1,Plover Fm,24.8101,10.1108,9.7355,7.8494,2.6453,-999.25,-999.25,2
4653,K-1,Plover Fm,33.6467,8.5497,7.8827,8.3295,2.7029,-999.25,-999.25,2
4653.5,K-1,Plover Fm,30.9198,9.6038,9.1803,8.0054,2.6734,-999.25,-999.25,2
4654,K-1,Plover Fm,33.1005,7.6284,7.2494,10.0839,2.6663,-999.25,-999.25,2
4654.5,K-1,Plover Fm,38.549,5.9208,6.1403,11.2024,2.662,-999.25,-999.25,2
4655,K-1,Plover Fm,22.1189,5.4532,5.433,11.9509,2.668,-999.25,-999.25,2
4655.5,K-1,Plover Fm,31.5149,5.804,5.6343,13.1824,2.7189,-999.25,-999.25,2
4656,K-1,Plover Fm,20.1918,8.1968,7.9579,14.144,2.7077,-999.25,-999.25,2
4656.5,K-1,Plover Fm,42.5635,9.7847,9.2126,8.4818,2.6712,-999.25,-999.25,2
4657,K-1,Plover Fm,23.5735,11.6483,11.1013,9.0127,2.6692,-999.25,-999.25,2
4657.5,K-1,Plover Fm,24.8466,9.9776,9.7059,22.7602,2.7231,-999.25,-999.25,2
4658,K-1,Plover Fm,26.0213,9.9083,9.7695,12.3941,2.712,-999.25,-999.25,2
4658.5,K-1,Plover Fm,31.5768,12.3451,11.9248,9.1159,2.669,-999.25,-999.25,2
4659,K-1,Plover Fm,30.5505,14.9982,13.5661,8.0618,2.6706,-999.25,-999.25,2
4659.5,K-1,Plover Fm,28.3189,11.0726,9.9625,16.3747,2.7399,-999.25,-999.25,2
4660,K-1,Plover Fm,20.1288,11.4695,10.8427,13.59,2.7206,-999.25,-999.25,2
4660.5,K-1,Plover Fm,21.3907,6.294,5.8761,17.4843,2.7234,-999.25,-999.25,2
4661,K-1,Plover Fm,26.7289,5.4643,5.3262,17.167,2.7069,-999.25,-999.25,2
4661.5,K-1,Plover Fm,22.9454,4.3981,4.1569,19.2752,2.699,-999.25,-999.25,2
4662,K-1,Plover Fm,28.5151,4.0905,3.9052,18.224,2.6985,-999.25,-999.25,2
4662.5,K-1,Plover Fm,21.4926,4.2509,4.0436,17.6894,2.7003,-999.25,-999.25,2
4663,K-1,Plover Fm,30.5877,4.1981,3.995,17.1178,2.7065,-999.25,-999.25,2
4663.5,K-1,Plover Fm,31.7684,4.1341,4.0636,17.2654,2.7031,-999.25,-999.25,2
4664,K-1,Plover Fm,29.9973,3.6903,3.6319,17.937,2.6997,-999.25,-999.25,2
4664.5,K-1,Plover Fm,25.8201,4.4943,4.2452,19.6848,2.6516,-999.25,-999.25,2
4665,K-1,Plover Fm,26.657,4.885,4.6675,17.8973,2.6835,-999.25,-999.25,2
4665.5,K-1,Plover Fm,28.9063,4.126,4.2204,18.6063,2.6885,-999.25,-999.25,2
4666,K-1,Plover Fm,25.2949,3.5285,3.4996,18.9355,2.6947,-999.25,-999.25,2
4666.5,K-1,Plover Fm,25.5245,4.2001,4.0685,20.3272,2.7043,-999.25,-999.25,2
4667,K-1,Plover Fm,23.5629,4.4609,4.3385,21.8531,2.6841,-999.25,-999.25,2
4667.5,K-1,Plover Fm,27.8305,4.8239,4.7305,22.6985,2.6933,-999.25,-999.25,2
4668,K-1,Plover Fm,22.1872,5.0184,4.7496,24.8923,2.6759,-999.25,-999.25,2
4668.5,K-1,Plover Fm,23.2223,5.6978,5.3619,21.5327,2.6585,-999.25,-999.25,2
4669,K-1,Plover Fm,16.5239,5.2955,5.0872,22.6165,2.6726,-999.25,-999.25,2
4669.5,K-1,Plover Fm,18.4622,4.7932,4.7946,24.5076,2.6698,-999.25,-999.25,2
4670,K-1,Plover Fm,21.062,4.6518,4.5631,24.7119,2.6698,-999.25,-999.25,2
4670.5,K-1,Plover Fm,24.3152,4.4676,4.4269,22.7144,2.681,-999.25,-999.25,2
4671,K-1,Plover Fm,20.5294,4.3108,3.9857,19.6407,2.6743,-999.25,-999.25,2
4671.5,K-1,Plover Fm,20.5294,3.8807,3.6027,20.5608,2.6995,-999.25,-999.25,2
4672,K-1,Plover Fm,26.1162,3.2797,3.1939,21.4152,2.6885,-999.25,-999.25,2
4672.5,K-1,Plover Fm,29.7454,2.7402,2.6226,23.7599,2.6731,-999.25,-999.25,2
4673,K-1,Plover Fm,35.2088,2.8362,2.7043,24.9893,2.6735,-999.25,-999.25,2
4673.5,K-1,Plover Fm,33.5113,2.9323,2.7861,26.2187,2.6739,-999.25,-999.25,2
4674,K-1,Plover Fm,38.7053,1.7622,1.7636,19.2352,2.7546,-999.25,-999.25,2
4674.5,K-1,Plover Fm,40.3854,0.9356,0.9017,29.1184,2.7623,-999.25,-999.25,2
4675,K-1,Plover Fm,36.7152,1.0004,0.9539,29.6755,2.7608,-999.25,-999.25,2
4675.5,K-1,Plover Fm,38.5746,1.3819,1.3483,24.9664,2.7415,-999.25,-999.25,2
4676,K-1,Plover Fm,34.2462,1.0481,1.0335,29.4556,2.7426,-999.25,-999.25,2
4676.5,K-1,Plover Fm,44.9919,1.0662,1.031,28.7807,2.772,-999.25,-999.25,2
4677,K-1,Plover Fm,42.107,1.5853,1.604,30.6369,2.7687,-999.25,-999.25,2
4677.5,K-1,Plover Fm,32.9389,2.158,2.0959,21.7537,2.7331,-999.25,-999.25,2
4678,K-1,Plover Fm,25.6985,3.1721,3.1227,20.1943,2.7606,-999.25,-999.25,2
4678.5,K-1,Plover Fm,23.6174,4.0001,3.823,19.9908,2.7573,-999.25,-999.25,2
4679,K-1,Plover Fm,24.2156,4.0691,3.9208,20.7104,2.7875,-999.25,-999.25,2
4679.5,K-1,Plover Fm,19.5715,4.0387,3.9587,19.8124,2.7267,-999.25,-999.25,2
4680,K-1,Plover Fm,17.2668,3.7976,3.6582,18.7207,2.7525,-999.25,-999.25,2
4680.5,K-1,Plover Fm,22.5331,3.6525,3.439,17.9295,2.7392,-999.25,-999.25,2
4681,K-1,Plover Fm,16.0563,3.1602,3.1795,22.5842,2.7728,-999.25,-999.25,2
4681.5,K-1,Plover Fm,33.4957,3.0057,2.8975,22.9042,2.7601,-999.25,-999.25,2
4682,K-1,Plover Fm,24.9355,3.7132,3.4449,20.6248,2.7596,-999.25,-999.25,2
4682.5,K-1,Plover Fm,26.2858,3.7464,3.5254,20.5508,2.7469,-999.25,-999.25,2
4683,K-1,Plover Fm,23.005,3.7796,3.6059,20.4767,2.7343,-999.25,-999.25,2
4683.5,K-1,Plover Fm,31.5485,3.353,3.1907,22.0447,2.7096,-999.25,-999.25,2
4684,K-1,Plover Fm,29.2126,3.1588,3.0564,21.9226,2.7106,-999.25,-999.25,2
4684.5,K-1,Plover Fm,34.499,2.3227,2.1662,24.7107,2.7127,-999.25,-999.25,2
4685,K-1,Plover Fm,32.814,2.5771,2.4078,22.7299,2.7433,-999.25,-999.25,2
4685.5,K-1,Plover Fm,34.1726,1.9978,1.8358,22.9332,2.7736,-999.25,-999.25,2
4686,K-1,Plover Fm,35.9894,1.9539,1.8945,22.9204,2.7528,-999.25,-999.25,2
4686.5,K-1,Plover Fm,30.318,1.7663,1.7547,24.5028,2.7488,-999.25,-999.25,2
4687,K-1,Plover Fm,35.6277,1.5617,1.406,20.1299,2.801,-999.25,-999.25,2
4687.5,K-1,Plover Fm,27.8382,1.5664,1.5044,22.7642,2.7562,-999.25,-999.25,2
4688,K-1,Plover Fm,30.76,1.8701,1.7835,22.5828,2.6906,-999.25,-999.25,2
4688.5,K-1,Plover Fm,39.546,2.3074,2.2892,21.8522,2.7234,-999.25,-999.25,2
4689,K-1,Plover Fm,31.3157,3.3848,3.2638,23.9482,2.6995,-999.25,-999.25,2
4689.5,K-1,Plover Fm,26.1713,3.756,3.8995,19.9348,2.7133,-999.25,-999.25,2
4690,K-1,Plover Fm,24.794,3.4887,3.745,20.8754,2.6875,-999.25,-999.25,2
4690.5,K-1,Plover Fm,23.2123,3.5326,3.614,19.1541,2.6857,-999.25,-999.25,2
4691,K-1,Plover Fm,24.7281,4.5462,4.6149,19.4016,2.691,-999.25,-999.25,2
4691.5,K-1,Plover Fm,25.7038,4.4018,4.6044,19.1918,2.7074,-999.25,-999.25,2
4692,K-1,Plover Fm,30.8138,3.6951,3.8442,20.5804,2.6885,-999.25,-999.25,2
4692.5,K-1,Plover Fm,36.1923,2.9885,3.0841,21.9691,2.6696,-999.25,-999.25,2
4693,K-1,Plover Fm,21.4608,3.4467,3.5294,20.7817,2.6929,-999.25,-999.25,2
4693.5,K-1,Plover Fm,24.4913,2.0137,2.0633,22.1409,2.6778,-999.25,-999.25,2
4694,K-1,Plover Fm,36.7427,1.6371,1.7496,21.4844,2.6618,-999.25,-999.25,2
4694.5,K-1,Plover Fm,40.4403,0.9444,0.8939,25.6108,2.6981,-999.25,-999.25,2
4695,K-1,Plover Fm,50.7725,1.3165,1.3352,25.9009,2.6868,-999.25,-999.25,2
4695.5,K-1,Plover Fm,41.4123,1.2388,1.169,23.39,2.7038,-999.25,-999.25,2
4696,K-1,Plover Fm,43.6846,1.2654,1.2771,25.8899,2.708,-999.25,-999.25,2
4696.5,K-1,Plover Fm,36.5326,1.335,1.3161,22.7252,2.7236,-999.25,-999.25,2
4697,K-1,Plover Fm,43.592,1.0133,0.9783,30.4661,2.6935,-999.25,-999.25,2
4697.5,K-1,Plover Fm,36.9344,1.1752,1.1606,26.7999,2.6912,-999.25,-999.25,2
4698,K-1,Plover Fm,32.3769,1.4245,1.4509,23.8317,2.6892,-999.25,-999.25,2
4698.5,K-1,Plover Fm,26.1928,1.7315,1.7205,25.5084,2.6977,-999.25,-999.25,2
4699,K-1,Plover Fm,21.8174,2.5246,2.6282,21.9456,2.7022,-999.25,-999.25,2
4699.5,K-1,Plover Fm,20.4658,2.5639,2.4832,22.7814,2.6766,-999.25,-999.25,2
4700,K-1,Plover Fm,19.0566,3.3176,3.292,22.8945,2.6938,-999.25,-999.25,2
4700.5,K-1,Plover Fm,21.3554,3.1599,2.771,24.5545,2.7301,-999.25,-999.25,2
4701,K-1,Plover Fm,17.2162,3.1978,2.5355,36.2517,2.6645,-999.25,-999.25,2
4701.5,K-1,Plover Fm,10.5992,4.0099,3.315,22.3074,2.6812,-999.25,-999.25,2
4702,K-1,Plover Fm,14.6089,4.9218,3.817,18.7818,2.6939,-999.25,-999.25,2
4702.5,K-1,Plover Fm,23.4493,2.951,2.6951,36.829,2.6632,-999.25,-999.25,2
4703,K-1,Plover Fm,26.9967,0.8712,0.838,43.8341,2.6843,-999.25,-999.25,2
4703.5,K-1,Plover Fm,30.8221,0.8992,0.8786,46.07,2.6337,-999.25,-999.25,2
4704,K-1,Plover Fm,20.5358,1.0386,1.0363,46.4529,2.5615,-999.25,-999.25,2
4704.5,K-1,Plover Fm,16.6795,1.07,1.1872,49.0889,2.6269,-999.25,-999.25,2
4705,K-1,Plover Fm,9.786,2.7439,3.0654,40.4224,2.6587,-999.25,-999.25,2
4705.5,K-1,Plover Fm,8.1965,2.5272,2.5557,44.5502,2.6426,-999.25,-999.25,2
4706,K-1,Plover Fm,9.0022,3.2156,3.1747,25.3003,2.6589,82.1371,146.3239,2
4706.5,K-1,Plover Fm,13.7008,2.7197,2.8011,27.7316,2.6703,77.4516,142.0425,2
4707,K-1,Plover Fm,12.5202,2.4091,2.3243,39.3731,2.6337,72.958,136.7355,2
4707.5,K-1,Plover Fm,18.6177,3.271,3.1336,36.7367,2.6503,71.4496,129.3822,2
4708,K-1,Plover Fm,16.0992,3.877,3.8708,34.9674,2.6716,65.9874,128.2934,2
4708.5,K-1,Plover Fm,17.4143,3.3568,3.0351,34.7007,2.6677,73.9507,136.5435,2
4709,K-1,Plover Fm,18.3873,4.1108,3.754,34.0927,2.6601,73.383,143.1114,2
4709.5,K-1,Plover Fm,21.4437,2.5757,2.3743,40.729,2.6748,77.0428,156.0719,2
4710,K-1,Plover Fm,31.6468,1.0317,1.0521,54.6954,2.5986,93.6463,190.7296,2
4710.5,K-1,Plover Fm,53.479,0.9294,0.9017,54.5095,2.5695,95.0059,193.2387,2
4711,K-1,Plover Fm,44.9971,0.9478,0.9257,55.028,2.5665,95.3755,193.2334,2
4711.5,K-1,Plover Fm,45.1005,0.7681,0.7861,50.5121,2.5962,97.7097,192.2754,2
4712,K-1,Plover Fm,48.0653,0.5116,0.5017,46.5396,2.6748,95.2317,189.4554,2
4712.5,K-1,Plover Fm,47.8197,0.5452,0.5343,44.1083,2.6563,90.8571,179.5623,2
4713,K-1,Plover Fm,57.9858,0.6363,0.6379,41.5368,2.6593,90.809,183.6853,2
4713.5,K-1,Plover Fm,58.7064,0.5404,0.5549,38.8012,2.6763,94.388,183.3422,2
4714,K-1,Plover Fm,59.5093,0.4563,0.4964,39.6355,2.6969,93.9591,176.4231,2
4714.5,K-1,Plover Fm,61.0748,0.4869,0.5424,37.8126,2.7095,93.837,168.6572,2
4715,K-1,Plover Fm,58.5245,0.605,0.6072,35.9851,2.6825,84.9878,152.9346,2
4715.5,K-1,Plover Fm,50.3467,1.1359,1.0182,36.4808,2.641,70.9963,141.3606,2
4716,K-1,Plover Fm,38.5334,1.4449,1.3803,36.7766,2.6309,82.2158,156.8054,2
4716.5,K-1,Plover Fm,38.928,0.9755,1.0146,42.019,2.6421,82.5741,154.1178,2
4717,K-1,Plover Fm,30.8587,1.4447,1.4963,40.6154,2.6374,68.8192,136.8115,2
4717.5,K-1,Plover Fm,25.6991,3.5252,3.8612,33.9905,2.6546,69.5406,133.1006,2
4718,K-1,Plover Fm,27.9162,3.5919,3.9992,35.2601,2.6607,67.2437,126.4812,2
4718.5,K-1,Plover Fm,31.9092,4.8443,5.0228,32.2488,2.6856,63.4097,118.8228,2
4719,K-1,Plover Fm,35.6755,6.8734,6.7018,28.9497,2.7199,63.0582,119.8795,2
4719.5,K-1,Plover Fm,28.5378,6.9552,6.6416,29.6278,2.7319,62.8571,121.4043,2
4720,K-1,Plover Fm,29.9108,5.9501,6.0964,28.8361,2.6952,65.1452,123.5424,2
4720.5,K-1,Plover Fm,28.9322,3.8709,4.3459,33.3964,2.6692,68.1744,122.9755,2
4721,K-1,Plover Fm,28.5234,4.55,3.9084,34.4898,2.666,58.8257,118.989,2
4721.5,K-1,Plover Fm,41.3494,4.8903,4.6036,28.5863,2.6694,85.5354,165.4474,2
4722,K-1,Plover Fm,32.9624,1.0979,1.0316,40.3227,2.6617,93.2794,161.4321,2
4722.5,K-1,Plover Fm,33.8285,0.8626,0.9247,44.0082,2.6415,85.0539,156.4375,2
4723,K-1,Plover Fm,19.2233,0.8738,0.9148,45.1427,2.6343,78.9093,140.8374,2
4723.5,K-1,Plover Fm,14.4549,2.2494,2.0887,43.1878,2.6204,76.3103,144.8693,2
4724,K-1,Plover Fm,16.7278,2.4049,2.2243,41.2329,2.6252,73.1392,138.7332,2
4724.5,K-1,Plover Fm,14.7873,6.2333,3.8904,39.278,2.6162,68.9959,135.026,2
4725,K-1,Plover Fm,16.2511,5.845,4.707,32.5667,2.6351,83.7732,153.8852,2
4725.5,K-1,Plover Fm,19.7076,2.2151,1.8665,34.9753,2.6417,75.1312,151.1794,2
4726,K-1,Plover Fm,23.6984,1.3619,1.3233,39.1438,2.64,83.4429,159.1848,2
4726.5,K-1,Plover Fm,23.6277,0.9177,0.863,38.5465,2.6425,74.8902,139.2918,2
4727,K-1,Plover Fm,15.0646,1.2763,1.1686,37.8124,2.6529,66.2315,130.3392,2
4727.5,K-1,Plover Fm,14.6089,2.6654,2.5853,31.015,2.6569,65.9769,128.0445,2
4728,K-1,Plover Fm,10.4022,3.6534,3.4154,29.9076,2.6769,65.5854,121.3099,2
4728.5,K-1,Plover Fm,12.3358,4.7326,4.4271,29.1021,2.6945,62.4648,114.8961,2
4729,K-1,Plover Fm,12.2692,7.033,6.5472,27.0663,2.7231,63.7028,114.5859,2
4729.5,K-1,Plover Fm,14.8802,7.9948,7.3356,26.6176,2.7534,60.1369,113.3812,2
4730,K-1,Plover Fm,8.8846,8.3365,7.1608,25.439,2.7526,60.3378,117.4385,2
4730.5,K-1,Plover Fm,11.5735,7.6483,6.3868,26.9911,2.7413,61.7945,117.2047,2
4731,K-1,Plover Fm,9.077,6.9601,5.6129,28.5433,2.7301,62.3198,126.106,2
4731.5,K-1,Plover Fm,12.8059,5.6204,4.5864,28.7479,2.714,71.6823,136.0056,2
4732,K-1,Plover Fm,16.4721,3.3792,3.3114,34.5124,2.6756,76.4011,145.5484,2
4732.5,K-1,Plover Fm,17.8147,1.2459,1.2004,36.4057,2.6541,85.107,151.2536,2
4733,K-1,Plover Fm,17.4966,1.0498,1.0366,38.45,2.6399,78.9422,136.2397,2
4733.5,K-1,Plover Fm,11.0026,1.4294,1.3919,37.1239,2.6303,68.5971,133.203,2
4734,K-1,Plover Fm,8.6107,2.5432,2.4194,35.6753,2.6287,70.387,127.9835,2
4734.5,K-1,Plover Fm,5.7204,3.0746,3.0318,34.2713,2.6437,65.3167,115.4299,2
4735,K-1,Plover Fm,7.2315,3.7146,3.6311,25.2538,2.6751,59.8297,110.3397,2
4735.5,K-1,Plover Fm,12.5284,5.0906,5.0196,19.2015,2.7258,61.345,109.2729,2
4736,K-1,Plover Fm,10.754,4.9371,5.4758,17.6126,2.7607,59.7992,107.5601,2
4736.5,K-1,Plover Fm,11.5714,3.9824,3.961,19.0845,2.7745,57.6304,104.0089,2
4737,K-1,Plover Fm,11.3708,9.7787,9.7817,17.4917,2.7678,55.636,107.9136,2
4737.5,K-1,Plover Fm,11.1693,12.3291,13.611,17.064,2.7744,61.3607,111.5201,2
4738,K-1,Plover Fm,8.3962,8.9515,9.1518,18.6234,2.7564,62.1824,117.922,2
